"id";"date";"x_coord";"y_coord";"hired"
11228;"2013-03-08 18:06:15";17.9740867614746;59.260555267334;f
11146;"2013-03-01 22:47:53";18.0070724487305;59.2778129577637;f
11245;"2013-03-01 22:48:26";17.9539394378662;59.3570251464844;t
11464;"2013-03-08 18:06:31";18.1621513366699;59.3108901977539;f
10729;"2013-03-05 15:04:46";18.0748252868652;59.326530456543;f
10169;"2013-03-01 22:48:44";18.056266784668;59.328182220459;f
11266;"2013-03-01 22:47:52";17.9196815490723;59.4794692993164;t
11267;"2013-03-01 22:48:32";18.0279197692871;59.339412689209;t
11220;"2013-03-08 18:06:29";18.0419654846191;59.4677391052246;t
10740;"2013-03-05 15:05:25";18.0380249023438;59.3272476196289;t
10201;"2013-03-01 22:48:08";18.0117111206055;59.326244354248;f
10002;"2013-03-01 22:48:09";17.9215240478516;59.4445648193359;f
10073;"2013-03-05 15:04:39";17.9129447937012;59.4570121765137;t
11140;"2013-03-01 22:48:13";18.0517520904541;59.3451881408691;t
10936;"2013-03-05 15:04:50";18.0391044616699;59.3368263244629;f
10200;"2013-03-01 22:47:57";18.0181312561035;59.3738174438477;t
10198;"2013-03-01 22:48:05";18.0545501708984;59.2908706665039;t
11249;"2013-03-01 22:48:11";18.1447372436523;59.3065147399902;f
10742;"2013-03-05 15:05:05";18.1099071502686;59.2433700561523;f
10916;"2013-03-05 15:04:52";18.0208015441895;59.3442192077637;t
10138;"2013-03-01 22:47:57";18.0564575195312;59.3206481933594;t
10093;"2013-03-05 15:04:52";18.0400581359863;59.338623046875;t
10915;"2013-03-05 15:05:26";18.1049518585205;59.2446250915527;f
11189;"2013-03-05 15:05:15";18.0469226837158;59.2957878112793;f
11248;"2013-03-01 22:48:24";18.2012405395508;59.316234588623;f
10212;"2013-03-01 22:47:49";18.0607776641846;59.3187103271484;f
11611;"2013-03-01 22:48:48";17.9571170806885;59.3764724731445;f
10118;"2013-03-01 22:47:47";18.0242977142334;59.4015846252441;t
11526;"2013-03-01 22:48:29";18.0375175476074;59.3273582458496;t
10930;"2013-03-05 15:05:10";17.9381122589111;59.3384780883789;f
11747;"2013-03-01 22:47:47";17.9308032989502;59.4364547729492;f
10914;"2013-03-05 15:05:08";18.0894432067871;59.3410606384277;f
10737;"2013-03-05 15:05:28";17.9531764984131;59.3546943664551;f
11063;"2013-03-01 22:48:05";18.1517925262451;59.2220268249512;f
10086;"2013-03-05 15:05:28";17.9008674621582;59.3808822631836;f
11141;"2013-03-01 22:48:22";17.9531764984131;59.3606491088867;f
11538;"2013-03-01 22:48:21";18.0064373016357;59.3633041381836;t
10360;"2013-03-01 22:47:46";18.0628757476807;59.3455810546875;f
10506;"2013-03-01 22:48:38";18.055757522583;59.3103141784668;f
10741;"2013-03-05 15:05:19";17.9177112579346;59.4755973815918;t
11187;"2013-03-05 15:05:18";18.0086612701416;59.3055458068848;t
11268;"2013-03-01 22:48:00";18.0541687011719;59.3456192016602;f
10023;"2013-03-01 22:48:17";18.0558853149414;59.3429641723633;t
10036;"2013-03-01 22:48:40";18.0569019317627;59.3338508605957;t
10731;"2013-03-05 15:04:53";18.0677700042725;59.3328094482422;t
11531;"2013-03-01 22:48:36";18.0427284240723;59.3494567871094;f
10855;"2013-03-05 15:05:21";17.9383678436279;59.3382987976074;t
10428;"2013-03-01 22:48:12";17.959659576416;59.4077911376953;f
11786;"2013-03-01 22:48:30";18.0572834014893;59.3508911132812;f
10928;"2013-03-05 15:05:20";17.993408203125;59.2896881103516;f
10699;"2013-03-01 22:48:14";18.0731086730957;59.3146934509277;f
11533;"2013-03-01 22:48:47";18.0758419036865;59.4369201660156;t
11606;"2013-03-01 22:47:52";18.0099964141846;59.3306579589844;t
11547;"2013-03-01 22:48:33";18.0954170227051;59.2794990539551;f
10849;"2013-03-05 15:04:51";18.0365009307861;59.3546943664551;f
11475;"2013-03-05 15:05:18";18.0507354736328;59.3169174194336;t
11159;"2013-03-01 22:48:44";18.0254402160645;59.326171875;t
11493;"2013-03-05 15:04:50";18.0181941986084;59.3531875610352;t
10955;"2013-03-05 15:05:22";18.0682144165039;59.3390502929688;t
11491;"2013-03-05 15:05:31";18.0646553039551;59.4361686706543;f
11756;"2013-03-01 22:48:44";17.9733867645264;59.2892189025879;t
11494;"2013-03-05 15:05:10";18.0766048431396;59.3407745361328;f
10501;"2013-03-01 22:48:16";18.0508003234863;59.2890777587891;f
11406;"2013-03-01 22:48:46";18.015588760376;59.36376953125;f
10470;"2013-03-01 22:48:23";17.8978176116943;59.5591888427734;t
10148;"2013-03-05 15:05:15";17.9226684570312;59.5300216674805;t
10069;"2013-03-05 15:05:08";17.9390029907227;59.2930603027344;f
11387;"2013-03-01 22:48:43";18.0693588256836;59.3288612365723;f
10499;"2013-03-01 22:48:49";18.0715198516846;59.3361473083496;f
10370;"2013-03-01 22:48:45";17.9769458770752;59.2714614868164;t
10149;"2013-03-05 15:04:56";17.9761199951172;59.3560562133789;t
11381;"2013-03-01 22:48:46";18.0334491729736;59.3344612121582;f
10696;"2013-03-05 15:05:06";18.0077075958252;59.3272132873535;f
10048;"2013-03-01 22:42:19";18.0035762786865;59.3555908203125;f
10503;"2013-03-01 22:48:01";18.0881729125977;59.3048973083496;t
10049;"2013-03-01 22:48:08";17.997220993042;59.3540496826172;f
11402;"2013-03-01 22:48:41";18.0546760559082;59.3179588317871;f
10609;"2013-03-01 22:47:58";17.9198093414307;59.491096496582;t
10697;"2013-03-05 15:04:34";18.2821483612061;59.3211135864258;t
10948;"2013-03-05 15:04:35";18.0621128082275;59.3283233642578;t
11479;"2013-03-05 15:05:23";18.0697402954102;59.2759475708008;t
10750;"2013-03-08 18:06:29";18.1549701690674;59.3123626708984;t
10485;"2013-03-01 22:48:03";18.3119564056396;59.2787437438965;f
11139;"2013-03-05 15:05:13";18.0768585205078;59.3409538269043;f
10095;"2013-03-05 15:04:42";18.1023445129395;59.3140487670898;t
10176;"2013-03-08 18:06:21";17.9248294830322;59.6305809020996;t
10473;"2013-03-01 22:48:43";18.0668163299561;59.2954254150391;t
11123;"2013-03-01 22:48:01";18.0539779663086;59.345760345459;f
10043;"2013-03-08 18:06:19";17.901439666748;59.5463066101074;t
10414;"2013-03-01 22:48:51";18.0564575195312;59.328182220459;f
10694;"2013-03-05 15:04:57";18.0002727508545;59.2930221557617;f
11614;"2013-03-01 22:48:31";18.0099334716797;59.251407623291;t
10695;"2013-03-05 15:04:29";17.9522857666016;59.4002227783203;t
10751;"2013-03-08 18:06:34";17.8910808563232;59.3934745788574;t
10691;"2013-03-05 15:04:55";17.8991527557373;59.5518684387207;t
10397;"2013-03-01 22:48:51";18.0780658721924;59.3324851989746;t
11602;"2013-03-08 18:05:58";18.0323677062988;59.3340301513672;t
10534;"2013-03-01 22:48:25";18.074125289917;59.3221549987793;t
10402;"2013-03-05 15:05:06";18.3753223419189;59.1905975341797;f
10106;"2013-03-01 22:48:45";18.0467967987061;59.3406295776367;f
